"vertical","agg1","agg2","agg3","dominio","unidades","nmv_brl","pct_del_nmv_zona","pct_del_nmv_vertical"
"VEHICLE PARTS & ACCESSORIES","ACC MOTORCYCLES","MOTORCYCLE ACCESSORIES","MOTORCYCLE ACCESSORIES EXTERIOR","MOTORCYCLE_HANDLEBAR_PADS","87","2176","0,002","0,026"
"T & B","TOYS AND GAMES","OTHER TOYS & GAMES","OTHER TOYS & GAMES","FINGER_SKATEBOARDS","53","2172","0,002","0,058"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS STEERING & SUSPENSION","VEHICLE_SHOCK_ABSORBERS_AIR_BAGS","4","2171","0,002","0,026"
"CONSTRUCTION & INDUSTRY","INDUSTRY","GASTRONOMY & HOSPITALITY","GASTRONOMY & HOSPITALITY","MILK_CHILLERS","10","2170","0,002","0,011"
"SPORTS","INDOOR SPORTS","GYM","GYM MACHINES","TREADMILLS","22","2168","0,002","0,061"
"CPG","PET","PET FOOD & TREATS","OTHER PET FOOD & TREATS","RODENT_FOODS","33","2167","0,002","0,018"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_BRAKE_AND_SHIFTER_CABLES","84","2164","0,002","0,061"
"VEHICLE PARTS & ACCESSORIES","ACC AGRO VEHICLES & EQUIPMENT","LIVESTOCK","LIVESTOCK","ANIMAL_DISINFECTANTS","30","2164","0,002","0,026"
"VEHICLE PARTS & ACCESSORIES","ACC TIRES","ATV TIRES","ATV TIRES","ALL_TERRAIN_VEHICLE_TIRES","5","2163","0,002","0,026"
"SPORTS","MOUNTAIN & OUTDOORS","SKI","SKI","SKI_AND_SNOWBOARD_SOCKS","21","2157","0,002","0,061"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","CUTTING AND ROUGHING","PIPE_CUTTERS","44","2140","0,002","0,011"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS ACCESSORIES","CARS & VANS ACCESSORIES SECURITY","SAFETY_TRIANGLES","71","2139","0,002","0,026"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET FASHION","PET_LIFE_JACKETS","26","2138","0,002","0,018"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_EXTRACTOR_TOOL_KITS","48","2137","0,002","0,06"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PARTS COMPONENTS","PC COMPONENTS","LAPTOP_REPLACEMENT_INTERNAL_SPEAKERS","30","2133","0,002","0,007"
"CPG","CPG PERSONAL CARE","PERSONAL CARE ESSENTIALS","FEMENINE CARE","TAMPONS","115","2133","0,002","0,018"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS ACCESSORIES","CARS & VANS ACCESSORIES EXTERIOR","VEHICLE_TRAILER_HITCH_BALLS","41","2131","0,002","0,025"
"SPORTS","FOOTBALL","FOOTBALL EQUIPMENT","FOOTBALL ACCESSORIES","SPORT_SHOE_BAGS","58","2125","0,002","0,06"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS INTERIOR","VEHICLE_PARKING_BRAKE_LEVER_BOOTS","26","2121","0,002","0,025"
"CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","OTHER OFFICE & SCHOOL SUPPLIES","CALENDARS","56","2120","0,002","0,011"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_CRANKSHAFT_GEARS","9","2114","0,002","0,025"
"CONSTRUCTION & INDUSTRY","TOOLS","TOOL ACCESSORIES","WELDING ACC","ELECTRODE_HOLDERS","28","2113","0,002","0,011"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET HOUSE EQUIPMENT","MAGNETIC_AQUARIUM_CLEANERS","32","2113","0,002","0,017"
"CPG","DRINKS","ALCOHOLICS","LIQUORS & SPIRITS","BRANDIES","20","2108","0,002","0,017"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ENGINE","VEHICLE_TURBOCHARGER_DOWNPIPES","4","2102","0,002","0,025"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","STRING INSTRUMENTS","STRING INSTRUMENTS","STRING_INSTRUMENT_BOWS","18","2100","0,002","0,086"
"T & B","BABY","BABY CARE","BABY CARE","BABY_SAFETY_HELMETS","50","2097","0,002","0,056"
"TECHNOLOGY","CONSOLE GAMING HARDWARE","ARCADE & PARTS","ARCADE & PARTS","ARCADE_MACHINE_COIN_DOORS","61","2094","0,002","0,007"
"ENTERTAINMENT","MUSICAL INSTRUMENTS","STRING INSTRUMENTS","OTHER STRING INSTRUMENTS & ACCESORIES","INSTRUMENT_KNOBS","51","2094","0,002","0,085"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_HEATER_VALVES","12","2094","0,002","0,025"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","KITCHEN HOME","PREP, GADGETS AND ACC","SHARPENING_STEELS","33","2092","0,002","0,019"
"SPORTS","CYCLING AND OTHERS","CLOTH AND EQUIPMENT","CLOTH AND EQUIPMENT","HIKING_SPORT_HELMETS","16","2090","0,002","0,059"
"HOME ELECTRONICS","TELEVISIONS & STREAMING DEVICES","TELEVISIONS ACCESSORIES","TELEVISIONS ACCESSORIES","TV_RECEIVERS_AND_DECODERS","54","2089","0,002","0,031"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","GRILLS & OUTDOOR COOKING","OUTDOOR COOK ACC","COOKING_PLOW_DISCS","25","2087","0,002","0,018"
"SPORTS","MOUNTAIN & OUTDOORS","CAMPING","GEAR & EQUIPMENT","TACTICAL_UNIFORMS","16","2084","0,002","0,059"
"CONSTRUCTION & INDUSTRY","STATIONERY","OFFICE & SCHOOL SUPPLIES","PEN, PENCILS & ACC","MECHANICAL_PENCIL_LEADS","94","2084","0,002","0,01"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_CARGO_TIE_DOWN_NETS","20","2083","0,002","0,025"
"BEAUTY","BEAUTY PERSONAL CARE","BODY CARE","BODY CARE","BATH_BOMBS","41","2080","0,002","0,022"
"TECHNOLOGY","IT APPLIANCES","PRINTERS PARTS & ACCESSORIES","PRINTERS PARTS","PRINTER_SPARE_CONTROL_PANELS_REPLACEMENTS","12","2080","0,002","0,007"
"CPG","PET","PET HOUSES, TOYS & FASHION","PET HOUSE EQUIPMENT","AQUARIUM_SALTS","11","2074","0,002","0,017"
"TECHNOLOGY","CAMERAS & DRONES","CAMERA ACCESSORIES","OTHER CAMERA ACCESSORIES","CAMERA_SHOE_MOUNT_ADAPTERS","38","2069","0,002","0,007"
"HOME ELECTRONICS","HOUSEHOLD APPLIANCES PARTS","BUILT IN PARTS","BUILT IN PARTS","ELECTRIC_OVEN_THERMOSTATS","41","2065","0,002","0,031"
"VEHICLE PARTS & ACCESSORIES","ACC COMMERCIAL VEHICLES","COMMERCIAL VEHICLES REPLACEMENT PARTS","COMMERCIAL VEHICLES BODYWORK","VEHICLE_GATE_AND_TRUNK_HINGES","23","2060","0,002","0,025"
"TECHNOLOGY","IT APPLIANCES","PRINTERS PARTS & ACCESSORIES","PRINTERS PARTS","PRINTER_SPARE_TRAYS_REPLACEMENTS","38","2060","0,002","0,007"
"T & B","TOYS AND GAMES","ELECTRONIC TOYS","SCALEXTRIC","SCALEXTRIC_CARS","7","2059","0,002","0,055"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_FENDERS","41","2057","0,002","0,058"
"TECHNOLOGY","CONSOLE GAMING HARDWARE","GAMES ACCESSORIES","GAMES ACCESSORIES","GAME_CONSOLE_SCREEN_PROTECTORS","69","2056","0,002","0,007"
"T & B","BABY","BABY BATHROOM","BABY BATHROOM ACCESSORIES","INFANT_SHOWER_VISORS","42","2055","0,002","0,055"
"FURNISHING & HOUSEWARE","HOUSEHOLD ITEMS","GRILLS & OUTDOOR COOKING","OUTDOOR COOK ACC","CHARCOAL","48","2051","0,002","0,018"
"BEAUTY","BEAUTY PROFESSIONAL","ESTHETIC","ELECTRIC ESTHETIC TOOLS","BLACKHEAD_SUCTION_REMOVERS","47","2050","0,002","0,021"
"OTHERS","OTHER","OTHER","OTHER","HOOKAH_BASES","53","2047","0,002","0,366"
"TECHNOLOGY","SMARTPHONES & TABLETS","SMARTPHONES PARTS & ACCESSORIES","SMARTPHONES ACCESSORIES","SCREEN_SEPARATOR_MACHINES","21","2042","0,002","0,007"
"TECHNOLOGY","IT APPLIANCES","PRINTERS PARTS & ACCESSORIES","PRINTERS 3D ACCESSORIES","3D_PRINTER_THERMISTORS","20","2039","0,002","0,007"
"SPORTS","CYCLING AND OTHERS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLES ACCESORIES AND SPARE PARTS","BICYCLE_PEDAL_CLEATS","31","2038","0,002","0,057"
"OTHERS","OTHER","TOBACCO","TOBACCO","CIGAR_CUTTERS","41","2032","0,002","0,364"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_INTERIOR_LIGHTING_KITS","85","2032","0,002","0,024"
"TECHNOLOGY","SMARTPHONES & TABLETS","SMARTPHONES PARTS & ACCESSORIES","SMARTPHONES PARTS","CELLPHONE_AND_TABLET_REPLACEMENT_BUTTONS","127","2027","0,002","0,007"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_STEERING_WHEEL_CENTERS","40","2026","0,002","0,024"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS OTHERS","VEHICLE_DOOR_GLASSES","14","2022","0,002","0,024"
"VEHICLE PARTS & ACCESSORIES","ACC NAUTICAL VEHICLES","NAUTICAL EQUIPMENT","NAUTICAL EQUIPMENT INTERIOR","NAUTICAL_EYE_BOLTS","34","2018","0,002","0,024"
"VEHICLE PARTS & ACCESSORIES","ACC CARS & VANS","CARS & VANS REPLACEMENT PARTS","CARS & VANS ENGINE","VEHICLE_ENGINE_TIMING_COVERS","38","2014","0,002","0,024"
"CONSTRUCTION & INDUSTRY","CONSTRUCTION","ELECTRICAL","SOLAR ENERGY","SOLAR_PUMPS","2","2013","0,002","0,01"
"VEHICLE PARTS & ACCESSORIES","OILS & FILTERS","OILS","CARS & VANS OILS","VEHICLE_DIFFERENTIAL_OIL_COOLER_KITS","3","2013","0,002","0,024"
"CONSTRUCTION & INDUSTRY","TOOLS","MANUAL TOOLS","PLIERS","GROOVE_JOINT_PLIERS","57","2012","0,002","0,01"
"FURNISHING & HOUSEWARE","FURNITURE","LIVING & DININGROOM FURNITURE","TV STORAGE","TV_STORAGE_UNITS","19","2005","0,002","0,018"
"TECHNOLOGY","IT PERIPHERALS, PARTS & ACCESSORIES","PARTS COMPONENTS","PC COMPONENTS","SOUND_CARDS","97","1999","0,002","0,007"
"T & B","PARTY","PARTY EQUIPMENT","PARTY EQUIPMENT","CARD_AND_INVITATION_BOXES","35","1998","0,002","0,054"
"FASHION","APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","OTHER APPAREL ACCESSORIES","TACTICAL_HANDCUFFS","29","1997","0,002","0,016"
